year,round,from_country_id,to_country_id,from_country,to_country,total_points,tele_points,jury_points
1957,final,at,nl,Austria,Netherlands,6,,
1957,final,at,fr,Austria,France,0,,
1957,final,at,dk,Austria,Denmark,0,,
1957,final,at,lu,Austria,Luxembourg,3,,
1957,final,at,de,Austria,Germany,0,,
1957,final,at,it,Austria,Italy,0,,
1957,final,at,gb,Austria,United Kingdom,1,,
1957,final,at,be,Austria,Belgium,0,,
1957,final,at,ch,Austria,Switzerland,0,,
1957,final,at,at,Austria,Austria,0,,
1957,final,be,nl,Belgium,Netherlands,5,,
1957,final,be,fr,Belgium,France,2,,
1957,final,be,dk,Belgium,Denmark,0,,
1957,final,be,lu,Belgium,Luxembourg,0,,
1957,final,be,de,Belgium,Germany,1,,
1957,final,be,it,Belgium,Italy,1,,
1957,final,be,gb,Belgium,United Kingdom,1,,
1957,final,be,be,Belgium,Belgium,0,,
1957,final,be,ch,Belgium,Switzerland,0,,
1957,final,be,at,Belgium,Austria,0,,
1957,final,dk,nl,Denmark,Netherlands,3,,
1957,final,dk,fr,Denmark,France,2,,
1957,final,dk,dk,Denmark,Denmark,0,,
1957,final,dk,lu,Denmark,Luxembourg,0,,
1957,final,dk,de,Denmark,Germany,0,,
1957,final,dk,it,Denmark,Italy,1,,
1957,final,dk,gb,Denmark,United Kingdom,0,,
1957,final,dk,be,Denmark,Belgium,2,,
1957,final,dk,ch,Denmark,Switzerland,2,,
1957,final,dk,at,Denmark,Austria,0,,
1957,final,fr,nl,France,Netherlands,4,,
1957,final,fr,fr,France,France,0,,
1957,final,fr,dk,France,Denmark,0,,
1957,final,fr,lu,France,Luxembourg,0,,
1957,final,fr,de,France,Germany,6,,
1957,final,fr,it,France,Italy,0,,
1957,final,fr,gb,France,United Kingdom,0,,
1957,final,fr,be,France,Belgium,0,,
1957,final,fr,ch,France,Switzerland,0,,
1957,final,fr,at,France,Austria,0,,
1957,final,de,nl,Germany,Netherlands,1,,
1957,final,de,fr,Germany,France,6,,
1957,final,de,dk,Germany,Denmark,0,,
1957,final,de,lu,Germany,Luxembourg,0,,
1957,final,de,de,Germany,Germany,0,,
1957,final,de,it,Germany,Italy,0,,
1957,final,de,gb,Germany,United Kingdom,0,,
1957,final,de,be,Germany,Belgium,2,,
1957,final,de,ch,Germany,Switzerland,1,,
1957,final,de,at,Germany,Austria,0,,
1957,final,it,nl,Italy,Netherlands,1,,
1957,final,it,fr,Italy,France,0,,
1957,final,it,dk,Italy,Denmark,3,,
1957,final,it,lu,Italy,Luxembourg,4,,
1957,final,it,de,Italy,Germany,1,,
1957,final,it,it,Italy,Italy,0,,
1957,final,it,gb,Italy,United Kingdom,0,,
1957,final,it,be,Italy,Belgium,0,,
1957,final,it,ch,Italy,Switzerland,1,,
1957,final,it,at,Italy,Austria,0,,
1957,final,lu,nl,Luxembourg,Netherlands,3,,
1957,final,lu,fr,Luxembourg,France,4,,
1957,final,lu,dk,Luxembourg,Denmark,0,,
1957,final,lu,lu,Luxembourg,Luxembourg,0,,
1957,final,lu,de,Luxembourg,Germany,0,,
1957,final,lu,it,Luxembourg,Italy,1,,
1957,final,lu,gb,Luxembourg,United Kingdom,1,,
1957,final,lu,be,Luxembourg,Belgium,0,,
1957,final,lu,ch,Luxembourg,Switzerland,1,,
1957,final,lu,at,Luxembourg,Austria,0,,
1957,final,nl,nl,Netherlands,Netherlands,0,,
1957,final,nl,fr,Netherlands,France,1,,
1957,final,nl,dk,Netherlands,Denmark,5,,
1957,final,nl,lu,Netherlands,Luxembourg,0,,
1957,final,nl,de,Netherlands,Germany,0,,
1957,final,nl,it,Netherlands,Italy,2,,
1957,final,nl,gb,Netherlands,United Kingdom,1,,
1957,final,nl,be,Netherlands,Belgium,0,,
1957,final,nl,ch,Netherlands,Switzerland,0,,
1957,final,nl,at,Netherlands,Austria,1,,
1957,final,ch,nl,Switzerland,Netherlands,7,,
1957,final,ch,fr,Switzerland,France,0,,
1957,final,ch,dk,Switzerland,Denmark,0,,
1957,final,ch,lu,Switzerland,Luxembourg,0,,
1957,final,ch,de,Switzerland,Germany,0,,
1957,final,ch,it,Switzerland,Italy,0,,
1957,final,ch,gb,Switzerland,United Kingdom,2,,
1957,final,ch,be,Switzerland,Belgium,1,,
1957,final,ch,ch,Switzerland,Switzerland,0,,
1957,final,ch,at,Switzerland,Austria,0,,
1957,final,gb,nl,United Kingdom,Netherlands,1,,
1957,final,gb,fr,United Kingdom,France,2,,
1957,final,gb,dk,United Kingdom,Denmark,2,,
1957,final,gb,lu,United Kingdom,Luxembourg,1,,
1957,final,gb,de,United Kingdom,Germany,0,,
1957,final,gb,it,United Kingdom,Italy,2,,
1957,final,gb,gb,United Kingdom,United Kingdom,0,,
1957,final,gb,be,United Kingdom,Belgium,0,,
1957,final,gb,ch,United Kingdom,Switzerland,0,,
1957,final,gb,at,United Kingdom,Austria,2,,
1958,final,at,fr,Austria,France,7,,
1958,final,at,ch,Austria,Switzerland,0,,
1958,final,at,it,Austria,Italy,1,,
1958,final,at,se,Austria,Sweden,1,,
1958,final,at,be,Austria,Belgium,0,,
1958,final,at,at,Austria,Austria,0,,
1958,final,at,de,Austria,Germany,1,,
1958,final,at,dk,Austria,Denmark,0,,
1958,final,at,nl,Austria,Netherlands,0,,
1958,final,at,lu,Austria,Luxembourg,0,,
1958,final,be,fr,Belgium,France,1,,
1958,final,be,ch,Belgium,Switzerland,2,,
1958,final,be,it,Belgium,Italy,4,,
1958,final,be,se,Belgium,Sweden,1,,
1958,final,be,be,Belgium,Belgium,0,,
1958,final,be,at,Belgium,Austria,1,,
1958,final,be,de,Belgium,Germany,1,,
1958,final,be,dk,Belgium,Denmark,0,,
1958,final,be,nl,Belgium,Netherlands,0,,
1958,final,be,lu,Belgium,Luxembourg,0,,
1958,final,dk,fr,Denmark,France,9,,
1958,final,dk,ch,Denmark,Switzerland,0,,
1958,final,dk,it,Denmark,Italy,0,,
1958,final,dk,se,Denmark,Sweden,0,,
1958,final,dk,be,Denmark,Belgium,1,,
1958,final,dk,at,Denmark,Austria,0,,
1958,final,dk,de,Denmark,Germany,0,,
1958,final,dk,dk,Denmark,Denmark,0,,
1958,final,dk,nl,Denmark,Netherlands,0,,
1958,final,dk,lu,Denmark,Luxembourg,0,,
1958,final,fr,fr,France,France,0,,
1958,final,fr,ch,France,Switzerland,3,,
1958,final,fr,it,France,Italy,1,,
1958,final,fr,se,France,Sweden,0,,
1958,final,fr,be,France,Belgium,0,,
1958,final,fr,at,France,Austria,3,,
1958,final,fr,de,France,Germany,2,,
1958,final,fr,dk,France,Denmark,1,,
1958,final,fr,nl,France,Netherlands,0,,
1958,final,fr,lu,France,Luxembourg,0,,
1958,final,de,fr,Germany,France,1,,
1958,final,de,ch,Germany,Switzerland,0,,
1958,final,de,it,Germany,Italy,4,,
1958,final,de,se,Germany,Sweden,0,,
1958,final,de,be,Germany,Belgium,5,,
1958,final,de,at,Germany,Austria,0,,
1958,final,de,de,Germany,Germany,0,,
1958,final,de,dk,Germany,Denmark,0,,
1958,final,de,nl,Germany,Netherlands,0,,
1958,final,de,lu,Germany,Luxembourg,0,,
1958,final,it,fr,Italy,France,6,,
1958,final,it,ch,Italy,Switzerland,4,,
1958,final,it,it,Italy,Italy,0,,
1958,final,it,se,Italy,Sweden,0,,
1958,final,it,be,Italy,Belgium,0,,
1958,final,it,at,Italy,Austria,0,,
1958,final,it,de,Italy,Germany,0,,
1958,final,it,dk,Italy,Denmark,0,,
1958,final,it,nl,Italy,Netherlands,0,,
1958,final,it,lu,Italy,Luxembourg,0,,
1958,final,lu,fr,Luxembourg,France,1,,
1958,final,lu,ch,Luxembourg,Switzerland,5,,
1958,final,lu,it,Luxembourg,Italy,0,,
1958,final,lu,se,Luxembourg,Sweden,3,,
1958,final,lu,be,Luxembourg,Belgium,0,,
1958,final,lu,at,Luxembourg,Austria,1,,
1958,final,lu,de,Luxembourg,Germany,0,,
1958,final,lu,dk,Luxembourg,Denmark,0,,
1958,final,lu,nl,Luxembourg,Netherlands,0,,
1958,final,lu,lu,Luxembourg,Luxembourg,0,,
1958,final,nl,fr,Netherlands,France,0,,
1958,final,nl,ch,Netherlands,Switzerland,6,,
1958,final,nl,it,Netherlands,Italy,1,,
1958,final,nl,se,Netherlands,Sweden,2,,
1958,final,nl,be,Netherlands,Belgium,0,,
1958,final,nl,at,Netherlands,Austria,0,,
1958,final,nl,de,Netherlands,Germany,0,,
1958,final,nl,dk,Netherlands,Denmark,1,,
1958,final,nl,nl,Netherlands,Netherlands,0,,
1958,final,nl,lu,Netherlands,Luxembourg,0,,
1958,final,se,fr,Sweden,France,1,,
1958,final,se,ch,Sweden,Switzerland,4,,
1958,final,se,it,Sweden,Italy,1,,
1958,final,se,se,Sweden,Sweden,0,,
1958,final,se,be,Sweden,Belgium,1,,
1958,final,se,at,Sweden,Austria,1,,
1958,final,se,de,Sweden,Germany,1,,
1958,final,se,dk,Sweden,Denmark,1,,
1958,final,se,nl,Sweden,Netherlands,0,,
1958,final,se,lu,Sweden,Luxembourg,0,,
1958,final,ch,fr,Switzerland,France,1,,
1958,final,ch,ch,Switzerland,Switzerland,0,,
1958,final,ch,it,Switzerland,Italy,1,,
1958,final,ch,se,Switzerland,Sweden,3,,
1958,final,ch,be,Switzerland,Belgium,1,,
1958,final,ch,at,Switzerland,Austria,2,,
1958,final,ch,de,Switzerland,Germany,0,,
1958,final,ch,dk,Switzerland,Denmark,0,,
1958,final,ch,nl,Switzerland,Netherlands,1,,
1958,final,ch,lu,Switzerland,Luxembourg,1,,
1959,final,at,nl,Austria,Netherlands,3,,
1959,final,at,gb,Austria,United Kingdom,2,,
1959,final,at,fr,Austria,France,1,,
1959,final,at,ch,Austria,Switzerland,1,,
1959,final,at,dk,Austria,Denmark,2,,
1959,final,at,it,Austria,Italy,0,,
1959,final,at,be,Austria,Belgium,0,,
1959,final,at,de,Austria,Germany,0,,
1959,final,at,se,Austria,Sweden,0,,
1959,final,at,at,Austria,Austria,0,,
1959,final,at,mc,Austria,Monaco,1,,
1959,final,be,nl,Belgium,Netherlands,3,,
1959,final,be,gb,Belgium,United Kingdom,2,,
1959,final,be,fr,Belgium,France,2,,
1959,final,be,ch,Belgium,Switzerland,1,,
1959,final,be,dk,Belgium,Denmark,0,,
1959,final,be,it,Belgium,Italy,1,,
1959,final,be,be,Belgium,Belgium,0,,
1959,final,be,de,Belgium,Germany,1,,
1959,final,be,se,Belgium,Sweden,0,,
1959,final,be,at,Belgium,Austria,0,,
1959,final,be,mc,Belgium,Monaco,0,,
1959,final,dk,nl,Denmark,Netherlands,0,,
1959,final,dk,gb,Denmark,United Kingdom,1,,
1959,final,dk,fr,Denmark,France,4,,
1959,final,dk,ch,Denmark,Switzerland,2,,
1959,final,dk,dk,Denmark,Denmark,0,,
1959,final,dk,it,Denmark,Italy,0,,
1959,final,dk,be,Denmark,Belgium,2,,
1959,final,dk,de,Denmark,Germany,0,,
1959,final,dk,se,Denmark,Sweden,1,,
1959,final,dk,at,Denmark,Austria,0,,
1959,final,dk,mc,Denmark,Monaco,0,,
1959,final,fr,nl,France,Netherlands,4,,
1959,final,fr,gb,France,United Kingdom,1,,
1959,final,fr,fr,France,France,0,,
1959,final,fr,ch,France,Switzerland,0,,
1959,final,fr,dk,France,Denmark,0,,
1959,final,fr,it,France,Italy,3,,
1959,final,fr,be,France,Belgium,0,,
1959,final,fr,de,France,Germany,2,,
1959,final,fr,se,France,Sweden,0,,
1959,final,fr,at,France,Austria,0,,
1959,final,fr,mc,France,Monaco,0,,
1959,final,de,nl,Germany,Netherlands,2,,
1959,final,de,gb,Germany,United Kingdom,0,,
1959,final,de,fr,Germany,France,4,,
1959,final,de,ch,Germany,Switzerland,1,,
1959,final,de,dk,Germany,Denmark,0,,
1959,final,de,it,Germany,Italy,0,,
1959,final,de,be,Germany,Belgium,3,,
1959,final,de,de,Germany,Germany,0,,
1959,final,de,se,Germany,Sweden,0,,
1959,final,de,at,Germany,Austria,0,,
1959,final,de,mc,Germany,Monaco,0,,
1959,final,it,nl,Italy,Netherlands,7,,
1959,final,it,gb,Italy,United Kingdom,0,,
1959,final,it,fr,Italy,France,1,,
1959,final,it,ch,Italy,Switzerland,0,,
1959,final,it,dk,Italy,Denmark,1,,
1959,final,it,it,Italy,Italy,0,,
1959,final,it,be,Italy,Belgium,0,,
1959,final,it,de,Italy,Germany,1,,
1959,final,it,se,Italy,Sweden,0,,
1959,final,it,at,Italy,Austria,0,,
1959,final,it,mc,Italy,Monaco,0,,
1959,final,mc,nl,Monaco,Netherlands,1,,
1959,final,mc,gb,Monaco,United Kingdom,2,,
1959,final,mc,fr,Monaco,France,2,,
1959,final,mc,ch,Monaco,Switzerland,1,,
1959,final,mc,dk,Monaco,Denmark,1,,
1959,final,mc,it,Monaco,Italy,1,,
1959,final,mc,be,Monaco,Belgium,1,,
1959,final,mc,de,Monaco,Germany,0,,
1959,final,mc,se,Monaco,Sweden,0,,
1959,final,mc,at,Monaco,Austria,1,,
1959,final,mc,mc,Monaco,Monaco,0,,
1959,final,nl,nl,Netherlands,Netherlands,0,,
1959,final,nl,gb,Netherlands,United Kingdom,5,,
1959,final,nl,fr,Netherlands,France,0,,
1959,final,nl,ch,Netherlands,Switzerland,0,,
1959,final,nl,dk,Netherlands,Denmark,1,,
1959,final,nl,it,Netherlands,Italy,0,,
1959,final,nl,be,Netherlands,Belgium,1,,
1959,final,nl,de,Netherlands,Germany,0,,
1959,final,nl,se,Netherlands,Sweden,3,,
1959,final,nl,at,Netherlands,Austria,0,,
1959,final,nl,mc,Netherlands,Monaco,0,,
1959,final,se,nl,Sweden,Netherlands,0,,
1959,final,se,gb,Sweden,United Kingdom,0,,
1959,final,se,fr,Sweden,France,0,,
1959,final,se,ch,Sweden,Switzerland,3,,
1959,final,se,dk,Sweden,Denmark,4,,
1959,final,se,it,Sweden,Italy,1,,
1959,final,se,be,Sweden,Belgium,0,,
1959,final,se,de,Sweden,Germany,0,,
1959,final,se,se,Sweden,Sweden,0,,
1959,final,se,at,Sweden,Austria,2,,
1959,final,se,mc,Sweden,Monaco,0,,
1959,final,ch,nl,Switzerland,Netherlands,0,,
1959,final,ch,gb,Switzerland,United Kingdom,3,,
1959,final,ch,fr,Switzerland,France,1,,
1959,final,ch,ch,Switzerland,Switzerland,0,,
1959,final,ch,dk,Switzerland,Denmark,1,,
1959,final,ch,it,Switzerland,Italy,3,,
1959,final,ch,be,Switzerland,Belgium,0,,
1959,final,ch,de,Switzerland,Germany,1,,
1959,final,ch,se,Switzerland,Sweden,0,,
1959,final,ch,at,Switzerland,Austria,1,,
1959,final,ch,mc,Switzerland,Monaco,0,,
1959,final,gb,nl,United Kingdom,Netherlands,1,,
1959,final,gb,gb,United Kingdom,United Kingdom,0,,
1959,final,gb,fr,United Kingdom,France,0,,
1959,final,gb,ch,United Kingdom,Switzerland,5,,
1959,final,gb,dk,United Kingdom,Denmark,2,,
1959,final,gb,it,United Kingdom,Italy,0,,
1959,final,gb,be,United Kingdom,Belgium,2,,
1959,final,gb,de,United Kingdom,Germany,0,,
1959,final,gb,se,United Kingdom,Sweden,0,,
1959,final,gb,at,United Kingdom,Austria,0,,
1959,final,gb,mc,United Kingdom,Monaco,0,,
1960,final,at,fr,Austria,France,1,,
1960,final,at,gb,Austria,United Kingdom,3,,
1960,final,at,mc,Austria,Monaco,0,,
1960,final,at,no,Austria,Norway,1,,
1960,final,at,de,Austria,Germany,2,,
1960,final,at,be,Austria,Belgium,1,,
1960,final,at,at,Austria,Austria,0,,
1960,final,at,ch,Austria,Switzerland,2,,
1960,final,at,it,Austria,Italy,0,,
1960,final,at,se,Austria,Sweden,0,,
1960,final,at,dk,Austria,Denmark,0,,
1960,final,at,nl,Austria,Netherlands,0,,
1960,final,at,lu,Austria,Luxembourg,0,,
1960,final,be,fr,Belgium,France,3,,
1960,final,be,gb,Belgium,United Kingdom,1,,
1960,final,be,mc,Belgium,Monaco,0,,
1960,final,be,no,Belgium,Norway,1,,
1960,final,be,de,Belgium,Germany,2,,
1960,final,be,be,Belgium,Belgium,0,,
1960,final,be,at,Belgium,Austria,1,,
1960,final,be,ch,Belgium,Switzerland,0,,
1960,final,be,it,Belgium,Italy,1,,
1960,final,be,se,Belgium,Sweden,0,,
1960,final,be,dk,Belgium,Denmark,0,,
1960,final,be,nl,Belgium,Netherlands,1,,
1960,final,be,lu,Belgium,Luxembourg,0,,
1960,final,dk,fr,Denmark,France,4,,
1960,final,dk,gb,Denmark,United Kingdom,0,,
1960,final,dk,mc,Denmark,Monaco,2,,
1960,final,dk,no,Denmark,Norway,2,,
1960,final,dk,de,Denmark,Germany,0,,
1960,final,dk,be,Denmark,Belgium,0,,
1960,final,dk,at,Denmark,Austria,2,,
1960,final,dk,ch,Denmark,Switzerland,0,,
1960,final,dk,it,Denmark,Italy,0,,
1960,final,dk,se,Denmark,Sweden,0,,
1960,final,dk,dk,Denmark,Denmark,0,,
1960,final,dk,nl,Denmark,Netherlands,0,,
1960,final,dk,lu,Denmark,Luxembourg,0,,
1960,final,fr,fr,France,France,0,,
1960,final,fr,gb,France,United Kingdom,0,,
1960,final,fr,mc,France,Monaco,3,,
1960,final,fr,no,France,Norway,1,,
1960,final,fr,de,France,Germany,4,,
1960,final,fr,be,France,Belgium,0,,
1960,final,fr,at,France,Austria,0,,
1960,final,fr,ch,France,Switzerland,0,,
1960,final,fr,it,France,Italy,0,,
1960,final,fr,se,France,Sweden,2,,
1960,final,fr,dk,France,Denmark,0,,
1960,final,fr,nl,France,Netherlands,0,,
1960,final,fr,lu,France,Luxembourg,0,,
1960,final,de,fr,Germany,France,1,,
1960,final,de,gb,Germany,United Kingdom,1,,
1960,final,de,mc,Germany,Monaco,7,,
1960,final,de,no,Germany,Norway,0,,
1960,final,de,de,Germany,Germany,0,,
1960,final,de,be,Germany,Belgium,1,,
1960,final,de,at,Germany,Austria,0,,
1960,final,de,ch,Germany,Switzerland,0,,
1960,final,de,it,Germany,Italy,0,,
1960,final,de,se,Germany,Sweden,0,,
1960,final,de,dk,Germany,Denmark,0,,
1960,final,de,nl,Germany,Netherlands,0,,
1960,final,de,lu,Germany,Luxembourg,0,,
1960,final,it,fr,Italy,France,0,,
1960,final,it,gb,Italy,United Kingdom,2,,
1960,final,it,mc,Italy,Monaco,0,,
1960,final,it,no,Italy,Norway,0,,
1960,final,it,de,Italy,Germany,0,,
1960,final,it,be,Italy,Belgium,3,,
1960,final,it,at,Italy,Austria,1,,
1960,final,it,ch,Italy,Switzerland,1,,
1960,final,it,it,Italy,Italy,0,,
1960,final,it,se,Italy,Sweden,1,,
1960,final,it,dk,Italy,Denmark,0,,
1960,final,it,nl,Italy,Netherlands,1,,
1960,final,it,lu,Italy,Luxembourg,1,,
1960,final,lu,fr,Luxembourg,France,1,,
1960,final,lu,gb,Luxembourg,United Kingdom,5,,
1960,final,lu,mc,Luxembourg,Monaco,1,,
1960,final,lu,no,Luxembourg,Norway,0,,
1960,final,lu,de,Luxembourg,Germany,0,,
1960,final,lu,be,Luxembourg,Belgium,0,,
1960,final,lu,at,Luxembourg,Austria,0,,
1960,final,lu,ch,Luxembourg,Switzerland,1,,
1960,final,lu,it,Luxembourg,Italy,1,,
1960,final,lu,se,Luxembourg,Sweden,0,,
1960,final,lu,dk,Luxembourg,Denmark,1,,
1960,final,lu,nl,Luxembourg,Netherlands,0,,
1960,final,lu,lu,Luxembourg,Luxembourg,0,,
1960,final,mc,fr,Monaco,France,5,,
1960,final,mc,gb,Monaco,United Kingdom,1,,
1960,final,mc,mc,Monaco,Monaco,0,,
1960,final,mc,no,Monaco,Norway,0,,
1960,final,mc,de,Monaco,Germany,2,,
1960,final,mc,be,Monaco,Belgium,0,,
1960,final,mc,at,Monaco,Austria,0,,
1960,final,mc,ch,Monaco,Switzerland,0,,
1960,final,mc,it,Monaco,Italy,2,,
1960,final,mc,se,Monaco,Sweden,0,,
1960,final,mc,dk,Monaco,Denmark,0,,
1960,final,mc,nl,Monaco,Netherlands,0,,
1960,final,mc,lu,Monaco,Luxembourg,0,,
1960,final,nl,fr,Netherlands,France,2,,
1960,final,nl,gb,Netherlands,United Kingdom,5,,
1960,final,nl,mc,Netherlands,Monaco,0,,
1960,final,nl,no,Netherlands,Norway,1,,
1960,final,nl,de,Netherlands,Germany,0,,
1960,final,nl,be,Netherlands,Belgium,0,,
1960,final,nl,at,Netherlands,Austria,0,,
1960,final,nl,ch,Netherlands,Switzerland,0,,
1960,final,nl,it,Netherlands,Italy,1,,
1960,final,nl,se,Netherlands,Sweden,1,,
1960,final,nl,dk,Netherlands,Denmark,0,,
1960,final,nl,nl,Netherlands,Netherlands,0,,
1960,final,nl,lu,Netherlands,Luxembourg,0,,
1960,final,no,fr,Norway,France,5,,
1960,final,no,gb,Norway,United Kingdom,2,,
1960,final,no,mc,Norway,Monaco,0,,
1960,final,no,no,Norway,Norway,0,,
1960,final,no,de,Norway,Germany,0,,
1960,final,no,be,Norway,Belgium,0,,
1960,final,no,at,Norway,Austria,0,,
1960,final,no,ch,Norway,Switzerland,1,,
1960,final,no,it,Norway,Italy,0,,
1960,final,no,se,Norway,Sweden,0,,
1960,final,no,dk,Norway,Denmark,2,,
1960,final,no,nl,Norway,Netherlands,0,,
1960,final,no,lu,Norway,Luxembourg,0,,
1960,final,se,fr,Sweden,France,4,,
1960,final,se,gb,Sweden,United Kingdom,1,,
1960,final,se,mc,Sweden,Monaco,0,,
1960,final,se,no,Sweden,Norway,0,,
1960,final,se,de,Sweden,Germany,1,,
1960,final,se,be,Sweden,Belgium,4,,
1960,final,se,at,Sweden,Austria,0,,
1960,final,se,ch,Sweden,Switzerland,0,,
1960,final,se,it,Sweden,Italy,0,,
1960,final,se,se,Sweden,Sweden,0,,
1960,final,se,dk,Sweden,Denmark,0,,
1960,final,se,nl,Sweden,Netherlands,0,,
1960,final,se,lu,Sweden,Luxembourg,0,,
1960,final,ch,fr,Switzerland,France,1,,
1960,final,ch,gb,Switzerland,United Kingdom,4,,
1960,final,ch,mc,Switzerland,Monaco,1,,
1960,final,ch,no,Switzerland,Norway,4,,
1960,final,ch,de,Switzerland,Germany,0,,
1960,final,ch,be,Switzerland,Belgium,0,,
1960,final,ch,at,Switzerland,Austria,0,,
1960,final,ch,ch,Switzerland,Switzerland,0,,
1960,final,ch,it,Switzerland,Italy,0,,
1960,final,ch,se,Switzerland,Sweden,0,,
1960,final,ch,dk,Switzerland,Denmark,0,,
1960,final,ch,nl,Switzerland,Netherlands,0,,
1960,final,ch,lu,Switzerland,Luxembourg,0,,
1960,final,gb,fr,United Kingdom,France,5,,
1960,final,gb,gb,United Kingdom,United Kingdom,0,,
1960,final,gb,mc,United Kingdom,Monaco,1,,
1960,final,gb,no,United Kingdom,Norway,1,,
1960,final,gb,de,United Kingdom,Germany,0,,
1960,final,gb,be,United Kingdom,Belgium,0,,
1960,final,gb,at,United Kingdom,Austria,2,,
1960,final,gb,ch,United Kingdom,Switzerland,0,,
1960,final,gb,it,United Kingdom,Italy,0,,
1960,final,gb,se,United Kingdom,Sweden,0,,
1960,final,gb,dk,United Kingdom,Denmark,1,,
1960,final,gb,nl,United Kingdom,Netherlands,0,,
1960,final,gb,lu,United Kingdom,Luxembourg,0,,
1961,final,at,lu,Austria,Luxembourg,4,,
1961,final,at,gb,Austria,United Kingdom,0,,
1961,final,at,ch,Austria,Switzerland,2,,
1961,final,at,fr,Austria,France,0,,
1961,final,at,dk,Austria,Denmark,0,,
1961,final,at,it,Austria,Italy,0,,
1961,final,at,no,Austria,Norway,0,,
1961,final,at,yu,Austria,Yugoslavia,3,,
1961,final,at,es,Austria,Spain,0,,
1961,final,at,mc,Austria,Monaco,0,,
1961,final,at,fi,Austria,Finland,0,,
1961,final,at,nl,Austria,Netherlands,0,,
1961,final,at,de,Austria,Germany,1,,
1961,final,at,se,Austria,Sweden,0,,
1961,final,at,at,Austria,Austria,0,,
1961,final,at,be,Austria,Belgium,0,,
1961,final,be,lu,Belgium,Luxembourg,0,,
1961,final,be,gb,Belgium,United Kingdom,1,,
1961,final,be,ch,Belgium,Switzerland,0,,
1961,final,be,fr,Belgium,France,0,,
1961,final,be,dk,Belgium,Denmark,0,,
1961,final,be,it,Belgium,Italy,4,,
1961,final,be,no,Belgium,Norway,5,,
1961,final,be,yu,Belgium,Yugoslavia,0,,
1961,final,be,es,Belgium,Spain,0,,
1961,final,be,mc,Belgium,Monaco,0,,
1961,final,be,fi,Belgium,Finland,0,,
1961,final,be,nl,Belgium,Netherlands,0,,
1961,final,be,de,Belgium,Germany,0,,
1961,final,be,se,Belgium,Sweden,0,,
1961,final,be,at,Belgium,Austria,0,,
1961,final,be,be,Belgium,Belgium,0,,
1961,final,dk,lu,Denmark,Luxembourg,1,,
1961,final,dk,gb,Denmark,United Kingdom,1,,
1961,final,dk,ch,Denmark,Switzerland,0,,
1961,final,dk,fr,Denmark,France,0,,
1961,final,dk,dk,Denmark,Denmark,0,,
1961,final,dk,it,Denmark,Italy,4,,
1961,final,dk,no,Denmark,Norway,1,,
1961,final,dk,yu,Denmark,Yugoslavia,1,,
1961,final,dk,es,Denmark,Spain,0,,
1961,final,dk,mc,Denmark,Monaco,0,,
1961,final,dk,fi,Denmark,Finland,1,,
1961,final,dk,nl,Denmark,Netherlands,0,,
1961,final,dk,de,Denmark,Germany,1,,
1961,final,dk,se,Denmark,Sweden,0,,
1961,final,dk,at,Denmark,Austria,0,,
1961,final,dk,be,Denmark,Belgium,0,,
1961,final,fi,lu,Finland,Luxembourg,3,,
1961,final,fi,gb,Finland,United Kingdom,0,,
1961,final,fi,ch,Finland,Switzerland,0,,
1961,final,fi,fr,Finland,France,1,,
1961,final,fi,dk,Finland,Denmark,1,,
1961,final,fi,it,Finland,Italy,0,,
1961,final,fi,no,Finland,Norway,2,,
1961,final,fi,yu,Finland,Yugoslavia,0,,
1961,final,fi,es,Finland,Spain,0,,
1961,final,fi,mc,Finland,Monaco,3,,
1961,final,fi,fi,Finland,Finland,0,,
1961,final,fi,nl,Finland,Netherlands,0,,
1961,final,fi,de,Finland,Germany,0,,
1961,final,fi,se,Finland,Sweden,0,,
1961,final,fi,at,Finland,Austria,0,,
1961,final,fi,be,Finland,Belgium,0,,
1961,final,fr,lu,France,Luxembourg,1,,
1961,final,fr,gb,France,United Kingdom,0,,
1961,final,fr,ch,France,Switzerland,0,,
1961,final,fr,fr,France,France,0,,
1961,final,fr,dk,France,Denmark,0,,
1961,final,fr,it,France,Italy,1,,
1961,final,fr,no,France,Norway,0,,
1961,final,fr,yu,France,Yugoslavia,2,,
1961,final,fr,es,France,Spain,2,,
1961,final,fr,mc,France,Monaco,0,,
1961,final,fr,fi,France,Finland,1,,
1961,final,fr,nl,France,Netherlands,1,,
1961,final,fr,de,France,Germany,0,,
1961,final,fr,se,France,Sweden,2,,
1961,final,fr,at,France,Austria,0,,
1961,final,fr,be,France,Belgium,0,,
1961,final,de,lu,Germany,Luxembourg,5,,
1961,final,de,gb,Germany,United Kingdom,0,,
1961,final,de,ch,Germany,Switzerland,0,,
1961,final,de,fr,Germany,France,4,,
1961,final,de,dk,Germany,Denmark,0,,
1961,final,de,it,Germany,Italy,0,,
1961,final,de,no,Germany,Norway,0,,
1961,final,de,yu,Germany,Yugoslavia,0,,
1961,final,de,es,Germany,Spain,0,,
1961,final,de,mc,Germany,Monaco,0,,
1961,final,de,fi,Germany,Finland,0,,
1961,final,de,nl,Germany,Netherlands,1,,
1961,final,de,de,Germany,Germany,0,,
1961,final,de,se,Germany,Sweden,0,,
1961,final,de,at,Germany,Austria,0,,
1961,final,de,be,Germany,Belgium,0,,
1961,final,it,lu,Italy,Luxembourg,3,,
1961,final,it,gb,Italy,United Kingdom,1,,
